,0,1,2,3,4,5,6,7,8
89,84364.6992935,-53317.4147111,8286.77158664,6894.3438976,-19559.16544,1615.20466007,0.0,0.0,64934.8893934
90,69551.9476439,-100900.202119,2793.33799399,8425.61328294,-20337.5747146,-15720.2437197,0.0,0.0,71996.3666774
91,13608.1378981,-107261.29959,6300.58524005,27.9667793666,-21267.0185725,31.5442911806,0.0,0.0,74886.4581989
92,30163.0633036,-5183.77372978,-11375.0307108,28199.4154571,-17876.3409155,61354.2647248,0.0,0.0,85362.1464598
93,93333.2409462,8654.186079,4980.41001373,-4465.03170535,-16810.1830026,-4247.34500259,0.0,0.0,57666.6605745
94,38115.5530531,-97968.7885463,-5216.96599511,-6012.73877924,-18697.8305594,-8865.5948311,0.0,0.0,30643.7119737
95,62479.4429957,-54289.3748469,9500.54378581,1941.28228473,-18230.1477503,7595.50826384,0.0,0.0,66203.3164703
96,87269.3566198,-22671.3203314,5717.1957769,2.28136251423,-19675.5498648,-1.20182037503,0.0,0.0,58773.5581019
97,-51712.315534,35152.515555,6442.8647016,-10.617244534,-16461.1729682,-2.81938675188,0.0,0.0,63827.4049304
98,93340.1270085,-62965.7131045,44338.3852739,-12106.7995726,-20562.5247446,-98093.3406285,0.0,0.0,-19523.6488529
99,94065.8643148,3202.75214504,6348.2178534,-1757.2535398,-17785.3030221,573.380116133,0.0,0.0,60575.1357554
