,0,1,2,3,4,5,6,7,8
26,671592.324747,-79544.2082332,-0.871750799803,-547.265763563,-0.299809696483,3.38009264139,0.0,0.0,0.277914969038
27,318947.687922,-41108.0228365,5.33641510679,-66.8169361676,-0.295819833051,-5.08580273796,0.0,0.0,0.279106109698
28,252321.315456,-79478.1024639,6.78320865249,23.9032225751,-0.298560763889,-4.06555063817,0.0,0.0,0.271595392745
29,198008.604307,-2433.89423077,8.35567510946,80.0213650083,-0.293425218528,-11.2625539048,0.0,0.0,0.264855065634
30,188199.429899,-58342.6607572,6.30773803115,130.888050709,-0.295573981549,-8.75064780553,0.0,0.0,0.272773706875
31,301286.159206,15351.7503005,8.33618151045,105.040405544,-0.292026430273,4.06089868946,0.0,0.0,0.284480832122
32,-1720812.65836,-45625.9390024,12.0365309116,607.23310874,-0.294705201772,21.2385117093,0.0,0.0,0.284413086568
33,743308.96326,-90913.0859375,11.5625785063,341.528519708,-0.300146610546,1.88200566139,0.0,0.0,0.281283210064
34,-81096.9172297,-73752.6292067,1.19013396702,-471.956018594,-0.297446422804,31.4674291933,0.0,0.0,0.261140769466
35,468269.90076,8024.71454327,9.82983707857,270.631910559,-0.292053128028,4.23710121531,0.0,0.0,0.282197724256
36,344883.340372,-66431.0396635,5.14325896702,-28.2382394784,-0.297145724826,1.1532180852,0.0,0.0,0.275765204851
37,728813.080659,-134000.525841,19.8736468075,-384.73216719,-0.301256656775,34.984302418,0.0,0.0,0.285978967948
38,504139.569257,-48312.4248798,6.02118212568,-20.9113846586,-0.297133942991,2.74365289274,0.0,0.0,0.277745583389
39,732188.819679,-91516.1132813,6.6340623526,734.391661313,-0.298435516594,33.6719743957,0.0,0.0,0.28433022196
40,392471.230997,-68174.5793269,6.66053532336,377.576707606,-0.296157037306,0.61892183894,0.0,0.0,0.273089973706
41,404478.198902,-101515.174279,12.1938173552,657.431314158,-0.299856069323,17.5115697721,0.0,0.0,0.285400932529
42,373636.507601,-40280.1983173,5.76853181653,-113.818095768,-0.294350237706,1.24091396403,0.0,0.0,0.276080920316
43,250753.800676,-24530.874399,3.26456612603,-46.7874013704,-0.292845993318,-16.1766199877,0.0,0.0,0.272677609466
44,320077.333193,-50611.8539663,6.97606262305,-96.9074878714,-0.296657097868,0.818065117574,0.0,0.0,0.277425282875
45,902042.59924,-102176.983173,14.6107288334,319.375394059,-0.300080156351,5.24351709051,0.0,0.0,0.263454840924
46,453439.083615,-881.159855769,2.65637689184,159.737250074,-0.292334266998,-3.52210998987,0.0,0.0,0.268322146394
47,522122.043919,-38097.0177284,8.86976811477,-66.0116506177,-0.294392605883,-0.00611398973312,0.0,0.0,0.284784257913
48,447758.657095,-54842.8109976,11.5854475565,406.098273901,-0.294636716227,10.7223031642,0.0,0.0,0.279139423853
49,36033.5726351,-22099.4215745,9.92936129824,196.137167423,-0.293310127988,8.99188457435,0.0,0.0,0.25409839498
50,347827.544341,-22470.8909255,6.48480181801,-103.685178366,-0.294631492753,-11.2053615182,0.0,0.0,0.283736385533
51,901747.519003,-64855.0180288,12.1305644957,392.979737004,-0.298155016049,-6.59541325948,0.0,0.0,0.272086167131
52,263244.298986,-98081.8058894,3.08837199689,-609.933458161,-0.300265821827,-8.81211998491,0.0,0.0,0.278801871366
53,890148.859797,-26354.2292668,9.90482663242,493.61944357,-0.294907292171,16.8290092748,0.0,0.0,0.285380357846
54,-163424.567145,-139.723557692,9.69320132096,14.9323726413,-0.294199163235,-2.82276260337,0.0,0.0,0.264451581299
55,174510.135135,-106541.654147,4.33142979549,26.5919124565,-0.301599084504,4.06871396329,0.0,0.0,0.25876820961
56,-98442.7787162,-38379.6574519,1.18945224381,-343.760155628,-0.295848271964,-28.912685292,0.0,0.0,0.256915240305
57,77358.2664696,-502.366286058,6.17737412714,-126.751634634,-0.292384180192,3.34497707427,0.0,0.0,0.275006712921
58,721287.214949,-19270.5829327,9.94555683088,511.163164479,-0.294568172642,-5.40999039792,0.0,0.0,0.286518552795
59,1264622.30785,-2604.22926683,10.2899560301,-0.0330353628097,-0.292288880814,16.1922372441,0.0,0.0,0.343370479298
60,1125495.40752,-128197.866587,8.3718706421,833.936925742,-0.301698910893,39.2715117666,0.0,0.0,0.292566508448
61,442771.062078,-88564.077524,4.85100975145,-272.248311428,-0.300742376756,0.342609376849,0.0,0.0,0.264206701944
62,-30701.5413851,-18238.6192909,4.63463448741,-123.674293425,-0.293453657441,-7.47808729899,0.0,0.0,0.254873660065
63,1467903.29392,-97838.6042668,5.97762553961,155.773783839,-0.300344812359,0.957849530667,0.0,0.0,0.24266093157
64,376729.835304,-101122.107873,7.56499041262,206.936621851,-0.300322467498,-7.07985390685,0.0,0.0,0.267250579755
65,499855.363176,-74593.2241587,4.46875833128,-16.3202465307,-0.296339278505,-10.2201851117,0.0,0.0,0.281987116693
66,435211.412584,1479.4921875,8.58112281977,204.434484606,-0.293291149366,-2.37297232824,0.0,0.0,0.275405205936
67,519743.190456,-85903.6959135,6.72429671158,-8.68519120834,-0.300363674903,9.10898076902,0.0,0.0,0.272313373733
68,639946.42103,-67359.5252404,12.6180039657,348.298048524,-0.297888270652,7.18583858975,0.0,0.0,0.273877339839
69,301115.920608,-70099.3464543,6.01534878594,493.299972179,-0.297429301417,12.1760770099,0.0,0.0,0.277824167651
70,451365.603885,-34999.4365986,7.91178117053,549.471748496,-0.293332414809,8.68603888359,0.0,0.0,0.286023614139
71,422882.179054,-59118.4645433,9.63561229159,297.848774349,-0.295971255753,6.07175003883,0.0,0.0,0.270407966555
72,-9909165.96284,-28248.3849159,7.61238307365,-106.669243256,-0.293681633055,1.15149021854,0.0,0.0,0.269384804107
73,-182993.823902,-43454.9654447,-2.30320741561,-269.735291947,-0.295876072452,-9.10996432389,0.0,0.0,0.264316423914
74,582336.095861,-120447.340745,7.0110995114,285.875592913,-0.301608196564,-4.02180902901,0.0,0.0,0.280735108053
75,263214.47424,-5357.00871394,5.72518527491,582.154604552,-0.292577506763,0.1993160653,0.0,0.0,0.285155559845
76,540514.674831,-1736.77884615,10.3840669989,463.060178366,-0.292524691638,-0.0523011947822,0.0,0.0,0.28425732548
77,362665.487753,-41843.4495192,9.227525404,399.991784249,-0.296411826752,2.69230867026,0.0,0.0,0.270298128508
78,1062471.49493,-69166.5414663,12.4466813938,810.015047903,-0.298474402455,56.0546262445,0.0,0.0,0.350982081845
79,-148139.780405,-81698.0919471,-2.341671345,-1090.82495942,-0.298449910166,0.62068957945,0.0,0.0,0.248054008701
80,169164.907095,-70969.2382813,-0.460962814282,430.247512767,-0.298559951349,-8.28084085967,0.0,0.0,0.282473509165
81,242091.955236,-95580.6790865,8.38837939892,-2.23513378257,-0.300068374516,0.400559366494,0.0,0.0,0.270251073714
82,458240.867821,-5163.01081731,3.95287442066,-747.417699195,-0.292773154877,-13.4745156426,0.0,0.0,0.246947386749
83,586524.229307,-106445.3125,4.56368736798,-499.873620727,-0.299759086826,-7.82552141122,0.0,0.0,0.255453073901
84,84273.120777,-94647.8740986,7.83090668707,-492.86662595,-0.300861762153,-37.9876802529,0.0,0.0,0.244151667474
85,11677.3120777,-12032.0012019,-1.55269648369,152.691390163,-0.294236598131,-38.7355541101,0.0,0.0,0.240387588698
86,402875.052787,-29864.0324519,7.88050665734,-77.7034484931,-0.293810420704,0.0945541803509,0.0,0.0,0.2892935668
87,334463.154561,-118936.485877,4.57864474386,-566.433658368,-0.30032200319,-8.92651804933,0.0,0.0,0.251072204432
88,505853.832348,-106824.10607,8.59426718039,124.259213673,-0.301644354611,8.44225018862,0.0,0.0,0.314050786928
89,1044368.13767,-50763.0333534,12.1867016388,759.587149551,-0.297535221859,-8.12351195429,0.0,0.0,0.267846316946
90,-140216.163429,-24213.1159856,3.77609437805,-805.329078852,-0.294058535711,-22.8826565875,0.0,0.0,0.249862549459
91,351875.0,-11239.4831731,3.81338279552,-58.9405283711,-0.293874669432,0.33999099429,0.0,0.0,0.275720471601
92,621464.84375,-44542.1424279,8.14632343705,228.294566884,-0.295842990451,21.1752584981,0.0,0.0,0.285030675292
93,437806.165541,-87395.0195313,4.41419836399,-270.156201334,-0.299356124839,-1.50413451332,0.0,0.0,0.275739101991
94,134115.551098,-101142.765925,3.23803788042,-649.832014758,-0.299719504502,-6.9037975851,0.0,0.0,0.244451944672
95,793823.11022,-116636.86899,10.4428057453,89.3346167614,-0.300549746649,42.7890495554,0.0,0.0,0.289072265625
96,327064.769848,-65280.3861178,7.59667764473,204.548748097,-0.298288969134,-4.94658984999,0.0,0.0,0.272263997396
97,523472.339527,-81539.4005409,10.5729374949,686.89186206,-0.300503664002,23.2752146022,0.0,0.0,0.294481970814
98,376937.816723,-49947.0402644,8.26173365018,-108.093261719,-0.296903239563,14.5794730827,0.0,0.0,0.268509494988
99,299213.999155,-47289.4756611,7.16301692404,177.922634323,-0.296779849503,13.9330249987,0.0,0.0,0.260875271898
