,0,1,2,3,4,5,6,7,8
0,962785.314611,-77305.8143029,11.5659171076,-636.236991333,-0.299134765625,-16.4901347482,0.0,0.0,0.29027272148
1,366151.551943,-68187.7253606,8.49142646938,3.27166687214,-0.296727846919,2.48641342036,0.0,0.0,0.288478095476
2,746688.133446,-76873.1219952,3.94144358055,471.318630417,-0.298269003856,-47.519443412,0.0,0.0,0.268947860521
3,672261.138091,-54712.2896635,-1.14207432273,413.977013606,-0.296761509306,-7.01524498491,0.0,0.0,0.291036175711
4,450910.842483,-7961.80138221,8.90919382665,103.563141849,-0.293542572573,3.58869931283,0.0,0.0,0.275870341772
5,181694.467905,-86798.5652043,8.67880085928,-43.3513349869,-0.29973697412,-3.75959861715,0.0,0.0,0.276226698765
6,334359.955659,-94349.2713341,4.04536399373,-247.028338157,-0.299669591307,-5.94080432829,0.0,0.0,0.27373073434
7,399629.698057,-37271.6346154,8.6213665995,105.492795689,-0.293149999495,0.0584284757974,0.0,0.0,0.262105893315
8,336695.259713,-87987.1544471,6.01294248723,-79.4414972282,-0.299466978561,2.72244000662,0.0,0.0,0.278329770899
9,95015.308277,-76146.8975361,5.04527138832,-559.090480192,-0.29676922844,-11.0509965688,0.0,0.0,0.257285686168
10,1038304.21242,5275.50330529,6.19758261428,-536.39479729,-0.29200170583,-28.8515055209,0.0,0.0,0.262945784379
11,-34750.0527872,-1883.45102163,14.1545823015,1151.22293027,-0.292918251373,38.325119321,0.0,0.0,0.299403716489
12,2663.90413851,-52243.8401442,11.3870661004,-932.194588324,-0.2952166379,1.25610589939,0.0,0.0,0.25549700912
13,1511786.5815,-110374.474159,5.79651931832,282.965371775,-0.301372617894,-10.2480569301,0.0,0.0,0.250894533773
14,217233.952703,-28669.2457933,4.66884225293,-0.813447227774,-0.293983317688,-7.20184129331,0.0,0.0,0.257393304238
15,121294.341216,-45929.2367788,5.69185822208,-449.197762828,-0.294599687601,0.37000270911,0.0,0.0,0.258016595254
16,718430.109797,-58979.4921875,22.3750624846,824.725889288,-0.296016641937,0.0936370818909,0.0,0.0,0.2806872117
17,327870.301943,-29270.0195313,6.39858778352,-105.51067365,-0.294642752241,-2.96218815185,0.0,0.0,0.272714580053
18,-967303.367821,-73286.1328125,6.20893606958,1642.49064466,-0.29699198058,-37.4863862599,0.0,0.0,0.287460490224
19,954959.353885,-119919.621394,11.3593660278,255.626471468,-0.301244874939,13.3875773668,0.0,0.0,0.282097680222
20,101262.404983,-42595.7782452,1.87681349591,-153.409617816,-0.296343051013,-18.1240187567,0.0,0.0,0.259740733381
21,236760.451858,-112080.265925,3.6452845902,-382.732556112,-0.301453349584,17.7134909286,0.0,0.0,0.253128207263
22,494841.374578,-83711.6887019,11.6199869712,65.6894586675,-0.300422061733,-3.14980788897,0.0,0.0,0.265168546613
23,365702.069257,-91165.3019832,10.1635203258,630.073758587,-0.300402792918,10.4764941944,0.0,0.0,0.276930170104
24,1204968.06377,-108661.545974,4.53155425203,-105.083545841,-0.301298966913,-5.59577593811,0.0,0.0,0.265920552729
25,154806.535051,-8251.76532452,3.5580792933,-229.452747839,-0.292001531714,-9.88484606615,0.0,0.0,0.270177582339
